course_name,intake,course_code,lower_bound,upper_bound,school_name,polytechnic,citizen_fee,pr_fee,foreigner_fee,scholarship
Diploma in Electrical Engineering,95,N43,11,20,School of Engineering,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Electronic & Computer Engineering,135,N44,6,16,School of Engineering,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Engineering Science,50,N93,4,12,School of Engineering,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Marine & Offshore Technology,40,N42,13,18,School of Engineering,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Mechanical Engineering,120,N41,12,22,School of Engineering,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Film Sound & Video,55,N82,4,12,School of Film & Media Studies,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Mass Communication,110,N67,4,10,School of Film & Media Studies,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Media Post-Production,55,N13,6,13,School of Film & Media Studies,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Nursing,600,N69,4,28,School of Health Sciences,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Optometry,45,N83,9,13,School of Health Sciences,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Arts Business Management,40,N91,5,9,School of Humanities & Social Sciences,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Chinese Media & Communication,40,N88,6,11,School of Humanities & Social Sciences,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Chinese Studies,50,N70,7,13,School of Humanities & Social Sciences,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Community Development,85,N11,4,10,School of Humanities & Social Sciences,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Early Childhood Development & Education,500,N96,5,18,School of Humanities & Social Sciences,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Tamil Studies with Early Education,30,N95,15,21,School of Humanities & Social Sciences,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Common ICT Programme,125,N98,6,13,School of InfoComm Technology,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Cybersecurity & Digital Forensics,50,N94,3,8,School of InfoComm Technology,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Data Science,50,N81,6,11,School of InfoComm Technology,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Immersive Media,50,N55,8,16,School of InfoComm Technology,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Information Technology,100,N54,6,15,School of InfoComm Technology,NP,3000,6200,11400,"[{Polytechnic Foundation Programme Study Award:[ELR2B2 <= 10 in the GCE 'N' Level exams, Strong leadership qualities and potential, Scholarship recipients (for awards that cover tuition fee only) are now allowed to hold a government-funded bursary concurrently.]},{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]},{NP Scholarship:[NP Scholars are selected based on their leadership potential and strong core values,ELR2B2 <= 10 in the GCE 'N' Level exams, Performs well on CCA]}]"
Diploma in Biomedical Science,85,N59,4,8,School of Life Sciences & Chemical Technology,NP,3000,6200,11400,"[{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]}]"
Diploma in Chemical & Biomolecular Engineering,75,N56,6,11,School of Life Sciences & Chemical Technology,NP,3000,6200,11400,"[{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]}]"
Diploma in Environmental & Water Technology,45,N74,5,14,School of Life Sciences & Chemical Technology,NP,3000,6200,11400,"[{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]}]"
Diploma in Landscape Design & Horticulture,40,N57,8,16,School of Life Sciences & Chemical Technology,NP,3000,6200,11400,"[{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]}]"
Diploma in Pharmaceutical Science,50,N73,5,9,School of Life Sciences & Chemical Technology,NP,3000,6200,11400,"[{Donor Scholarship:[open to students who have excelled in and have passion for their respective fields, and participated actively in CCAs. The criteria for each award is set by individual donor.]}]"
Diploma In Pharmaceutical Science,83,C65,5,10,School Of Applied Science,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{Daisy Phay-NYP Foundation Scholarship:[Singapore Citizens or Singapore Permanent Residents, Net score of <= 10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway), Not in receipt of any other scholarships/sponsorships ]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of ≤10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of ≤7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Applied Chemistry,46,C45,5,11,School Of Applied Science,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{Daisy Phay-NYP Foundation Scholarship:[Singapore Citizens or Singapore Permanent Residents, Net score of <= 10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway), Not in receipt of any other scholarships/sponsorships ]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of ≤10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of ≤7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Food Science & Nutrition,68,C69,4,13,School Of Applied Science,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{Daisy Phay-NYP Foundation Scholarship:[Singapore Citizens or Singapore Permanent Residents, Net score of <= 10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway), Not in receipt of any other scholarships/sponsorships ]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of ≤10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of ≤7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Biologics & Process Technology,46,C49,6,12,School Of Applied Science,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{Daisy Phay-NYP Foundation Scholarship:[Singapore Citizens or Singapore Permanent Residents, Net score of <= 10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway), Not in receipt of any other scholarships/sponsorships ]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of ≤10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of ≤7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Chemical & Pharmaceutical Technology,112,C73,9,15,School Of Applied Science,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{Daisy Phay-NYP Foundation Scholarship:[Singapore Citizens or Singapore Permanent Residents, Net score of <= 10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway), Not in receipt of any other scholarships/sponsorships ]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of ≤10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of ≤7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Food & Beverage Business,65,C46,6,16,School Of Business Management,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Business Management,254,C94,8,16,School Of Business Management,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Common Business Programme,255,C34,7,16,School Of Business Management,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Banking And Finance,65,C96,7,13,School Of Business Management,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Sport & Wellness Management,45,C81,7,15,School Of Business Management,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Accountancy & Finance,69,C98,7,12,School Of Business Management,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Hospitality & Tourism Management,56,C67,9,17,School Of Business Management,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Mass Media Management,50,C93,9,12,School Of Business Management,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Architecture,50,C38,8,15,School Of Design & Media,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Visual Communication,68,C63,5,15,School Of Design & Media,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Experiential Product & Interior Design,105,C32,9,17,School Of Design & Media,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Digital Game Art & Design,66,C60,10,14,School Of Design & Media,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Interaction Design,50,C59,9,17,School Of Design & Media,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Motion Graphics Design,50,C66,10,14,School Of Design & Media,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Animation & Visual Effects,113,C33,5,12,School Of Design & Media,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
